"";"V2";"V3";"V4";"V5";"V6"
"43";2;-0,455506348609048;0,357605530278415;0,00909544044561171;0,252921638765347
"44";2;-0,451007066885645;0,386341015069669;0,110208962614509;0,214626054919908
"45";2;-0,435163209290093;0,41854085434416;0,104453551489071;0,191296768903372
"46";2;-0,416277692533383;0,391736356170155;0,0458135014071878;0,196584603892229
"47";2;-0,464249206446936;0,361029296171498;0,146556340460455;0,188054347187435
"48";2;-0,448501498967469;0,362764280675998;0,0103958888920856;0,20916411968477
"49";2;-0,451375724196544;0,409651508159854;-0,00873011035876254;0,215322984459746
"50";2;-0,441108266665309;0,397727260018852;0,0950496809109486;0,167056883490537
"51";2;-0,429198687229038;0,424831595561821;0,136166223037118;0,154387639792747
"52";2;-0,446142072971622;0,402281218608917;0,0857700642428883;0,186786307615091
"53";2;-0,418419135034669;0,388242860788281;0,0850445136470944;0,245460811609244
"54";2;-0,415875079485238;0,414591579761178;0,00260255926924625;0,185210187531365
"55";2;-0,424380403339836;0,422175297098871;0,103189062056571;0,141078686322723
"56";2;-0,452005980285429;0,400098633258589;0,0636435771141324;0,211194458739738
"57";2;-0,47927906457012;0,387981109541184;0,062615165000495;0,191089283683684
"58";2;-0,462910015615947;0,370893108480097;-0,00511679409419227;0,236561544369725
"59";2;-0,453322294477602;0,42548874050996;0,095954050041781;0,161903364860323
"60";2;-0,462390027969994;0,370706918270439;-0,00482176287814319;0,228629576359861
"61";2;-0,316654437326048;0,393022502714279;0,0555365006051481;-0,271175488028855
"62";2;-0,38744899085706;0,326600674622852;-0,00761589200090701;-0,180158437187984
"63";2;-0,28375520330226;0,280244864054899;0,0325267451307377;-0,0269656413428592
"64";2;-0,262164462340612;0,384229694940744;0,1804083704761;-0,119532793915022
"65";2;-0,386497467754906;0,158025623178928;0,0548284546669812;0,152744399540735
"66";2;-0,282989150219784;0,249932370748337;0,111861988994028;-0,159698497460326
"67";2;-0,29553793298134;0,29994552217251;-0,0308155471361124;-0,150837377267496
"68";2;-0,275500428521745;0,0649305168354001;0,170738856043944;-0,0885019102670319
"69";2;-0,287678526523867;0,393666378172375;-0,0419183837587135;-0,0174631985745337
"70";2;-0,195146541205391;0,108588109970543;0,204950455465404;-0,111093305320045
"71";2;-0,2676111878154;0,382306362313042;0,127860748067904;-0,109681350997547
"72";2;-0,255115661617051;0,330063497485561;0,0903908370744909;-0,0325085059233037
"73";2;-0,326671419241935;0,0899657355595402;0,190440624997811;-0,163220856119095
"74";2;-0,247688477503792;0,225092944329856;0,174840737230337;0,0142597359490568
"75";2;-0,335135684793748;0,36486072440031;0,142746214150092;-0,0616716453640257
"76";2;-0,421775721489299;0,17736254469113;0,117710818792015;-0,208592949066537
"77";3;-0,185698213578608;-0,0810448772831522;-0,120813098743831;-0,256791060509135
"78";3;-0,149083889051384;-0,0692381195762344;-0,106443672385909;-0,316657190592754
"79";3;-0,173801809086302;-0,0940508245734253;-0,0626581531083753;-0,344898601019391
"80";3;-0,181423866320031;-0,0898168704087548;-0,0921310648962095;-0,311951960511202
"81";4;-0,20255005258356;0,0329206457910538;0,0201890255969728;0,064294336779188
"82";4;-0,243338161463488;0,0193067203878312;0,0755500200124045;-0,0340786505597866
"83";5;-0,261568703700276;0,164471377219347;-0,306767182371543;-0,390659710433123
"84";5;-0,273181007182378;0,200595956325597;-0,244745761572511;-0,418179393143778
"85";5;-0,272263093864313;0,174262720035564;-0,24903843884645;-0,521660282831236
"86";5;-0,270270224131347;0,19003959990292;-0,270687559639628;-0,446735364169141
"87";5;-0,230283316645156;0,228280216812014;-0,259224983224937;-0,461499413086661
"88";5;-0,270642288199444;0,191051742087237;-0,243742205879701;-0,493130039691183
"89";5;-0,238905734642796;0,226141479201827;-0,27965798962803;-0,454687897832099
"90";5;-0,0143463407421983;0,215490547348941;-0,272490359482873;-0,283335129245759
"91";5;-0,250785060609766;0,228260612848008;-0,290606717112539;-0,461386971411535
"92";5;-0,250635767585917;0,228592133872431;-0,28395889849298;-0,44930337298512
"93";5;-0,252776340093784;0,212493353507619;-0,26936451312828;-0,448598005530011
"94";6;0,0940298141241591;0,0376785457045646;-0,0139125430716814;-0,0582816337943529
"95";6;0,0399479447414729;-0,0404381074249289;0,00637352446251499;-0,0929427932284427
"96";6;-0,0330483083959962;-0,0796506368136627;0,00104354845613612;0,0332323031816596
"97";6;0,0574981017874408;0,0103829284466098;0,143925157226918;0,10694066610683
"98";6;0,0880690838469414;-0,0198281669141835;0,0720388849115853;0,0226284560062415
"99";6;0,0146563262460362;-0,000624150730660138;-0,0377071909166068;0,154423008420309
"100";6;0,0899788979843172;-0,0468478853146871;0,0405914872961116;-0,00351878573646066
"101";6;0,0863968037683048;-0,0187413253588857;0,0694810414850937;0,0182733697757194
"102";6;0,0583017812072159;-0,0136110688795859;0,0534956415786379;0,0954671089826617
"103";6;0,0526643393220545;0,0564680466093729;-0,0665797776764619;0,0287021830696754
"104";6;0,0274973418836615;0,0306093864397244;0,033548579493005;-0,0724114510510272
"105";6;0,0523254195436228;-0,0325240910120259;0,123099205396363;0,0563214828826802
"106";6;0,0137371471599546;-0,00173585451866575;0,0272628852248978;0,0625788442110738
"107";7;0,362663965711372;0,0359954764385055;0,167653547498406;0,0148195115860503
"108";7;0,353558907700766;0,0416585138474604;0,17987138891959;0,00438802771659145
"109";7;0,341318312353235;0,0264642559630355;0,252077209131098;-0,100315612449284
"110";7;0,360503888346614;0,00397045336092295;0,217178782257647;-0,0895940355486476
"111";7;0,328595192936178;0,0105547343782819;0,290964702578581;-0,0634376171442383
"112";7;0,3307901639349;0,0305930065409412;0,245978564174203;-0,0824740461211779
"113";7;0,34183771267195;0,0224967249407337;0,258277218051975;-0,0697449599390605
"114";7;0,351486955332508;0,0460604379172158;0,212624743848123;-0,00850358343872791
"115";7;0,328145962244307;0,014788490375465;0,255513956698824;-0,0896879633366899
"116";7;0,309274089859613;0,0400102125479887;0,222484285550808;-0,0280609512049948
"117";7;0,328584350746417;0,0387838165099811;0,149708194638905;0,0113561062007553
"118";7;0,364491216185546;0,013536844513997;0,163124925713434;-0,051395967280256
"119";7;0,325731356177063;0,0529506920569771;0,212222650593756;-0,0083322123045613
"120";7;0,332441502743528;0,030329600140395;0,253768160829073;-0,0495532561927572
"121";7;0,305807302355391;0,0597367037645806;0,286770862755202;0,0123512644820156
"122";7;0,297415312608363;0,0552727280706903;0,263294117495087;-0,0148224610075413
"123";7;0,323857805197673;0,0694338079103032;0,244940325185044;0,0269757387005877
"124";7;0,34046645078566;0,057448866548664;0,165905186410206;0,0619991728649817
"125";7;0,322302414651665;0,0776144034324664;0,215155189767903;0,0451608039544432
"126";7;0,332885736293743;0,0405343045928296;0,206655759188575;0,0100156775609521
"127";7;0,28225511322741;0,0672189361212919;0,325196653086946;-0,0448226970078921
"128";7;0,349528103851852;0,0342718100337342;0,170985828923651;0,0314681334859348
"129";7;0,360819215275695;0,0261769096663469;0,169161858837772;0,0117988390719882
"130";7;0,333262713999531;-0,00626465559290631;0,115731701641563;-0,0326337999340593
"131";7;0,278563810001986;0,0614920082741475;0,323797441072893;-0,102908367386511
"132";7;0,322402870552103;0,0226421994039398;0,240793599231451;-0,0217335551654838
"133";7;0,323065880507995;0,00374633716687666;0,251963600581793;-0,117472373478567
"134";7;0,300952718483035;0,069262976744073;0,273686113636853;0,0326055070217068
"135";7;0,323021643781154;0,0620359219774017;0,227548975194762;0,0281011437100682
"136";7;0,268666255718956;-0,0683147196189233;0,201567609331954;0,0241833786296003
"137";7;0,351958258844234;0,018647152123656;0,218082389162088;-0,0439397004460034
"138";7;0,362543645623532;3,69094150158598e-05;0,149066035333749;-0,0528707837590379
"139";7;0,354606895465189;0,0187656613213313;0,230686858008426;-0,0485439890298003
"140";7;0,358990027427962;0,0152870987272438;0,207055171602488;-0,0410270396266
"141";7;0,331410547124785;0,0510803767318769;0,242796301334069;0,00162204352245347
"142";7;0,308488795538037;0,0377679421281956;0,292203096039857;-0,0261384137931202
"143";7;0,335978418300425;-0,00806999986452979;0,249010218053881;-0,101443825308328
"144";7;0,332272439140806;0,0140702128046487;0,267799655953177;-0,0451075189259568
"145";7;0,345717408751023;0,0304840727622366;0,204686599245742;-0,00502382218722847
"146";7;0,322633418768129;0,00506563108137517;0,224458623472371;-0,0727836615217942
"147";7;0,354258064203553;0,023403908382133;0,159902088344597;0,00975104087238527
"148";7;0,352178289680929;-0,00474836241288057;0,175321881584548;-0,0616987120907145
"149";7;0,32794927731512;0,0433256683367179;0,243716031288762;-0,0198314498801215
"150";7;0,319133251248656;0,0491459081315196;0,275345646822528;-0,0266491103590006
"151";7;0,334756967433162;0,0545963369537597;0,148794556525282;0,0397851847461714
"152";7;0,300823606017792;0,0830029023083333;0,274271532530165;0,0435166681803973
"153";7;0,348591372505375;0,0350090013742411;0,214931313865091;-0,015148650573623
"154";7;0,362265577786108;0,0269134915861639;0,156859363819368;0,0157381141633803
"155";7;0,343192411389054;0,0301356059092519;0,203390376406869;-0,0171458018287622
"156";7;0,348728961912637;0,0517450561816807;0,15170877879033;0,0177631828596654
"157";7;0,345619630576396;0,0263246908206319;0,21031417952857;-0,0217642443402563
"158";7;0,372600517117411;0,013732117296776;0,146151973628506;-0,00417398339719779
"159";7;0,330714344075569;0,0563665448769057;0,234567252758233;-0,0257800549370767
"160";7;0,346893306636807;0,0341569221205424;0,206953998026594;-0,012500304079381
"161";7;0,357735330984279;0,0240875249905734;0,161731046135887;0,0110864600127797
"162";7;0,349266933964763;0,0351480675461255;0,215843941895435;-0,0149550970709307
"163";7;0,357735330984279;0,0240875249905735;0,161731046135887;0,0110864600127797
"164";7;0,366480449499747;0,00849701339214683;0,185129531356593;-0,0246474872785462
"165";7;0,313619087037501;0,0691446790158922;0,253350610749602;0,044245934331815
"166";7;0,299322601117826;0,0572278093333548;0,246061935323384;-0,00055773849636906
"167";7;0,287527389349334;0,0632195812593244;0,270933361913539;-0,00942648107439997
"168";7;0,205167465102911;-0,0407890649293068;0,166125953733623;-0,127472052508511
"169";7;0,291246177562295;0,0522734391585514;0,0870019228825378;0,0423504147488583
"170";8;0,0525878770330755;0,105875948981707;-0,257557393632991;-0,401050552490811
"171";8;0,104802871481132;0,00837492667723891;-0,299864635305394;-0,192507374933426
"172";8;0,0827730981772873;0,10115509211654;-0,214711971901786;-0,357264443006974
"173";8;0,0868721252158142;0,100938117292935;-0,245978352239409;-0,359230915725815
"174";9;0,180931942002224;-0,029015117001908;-0,307812884980604;0,0759479332216149
"175";9;0,163145853590692;-0,0619474924677611;-0,251989740812587;0,230861755027122
"176";9;0,190039530462256;-0,102950898888667;-0,30086155125774;0,130515989016102
"177";9;0,186516495041582;-0,0433912078474512;-0,305882182058122;0,0249235351418101
"178";9;0,0596395512587;-0,0277280867009841;-0,305959856827808;0,182755876261572
"179";9;0,103165770240569;-0,0250689461284392;-0,313542774757536;0,227107089606113
"180";9;0,184631454597365;-0,023421352022362;-0,291532663122487;0,148255797411702
"181";9;0,134584513818562;-0,0524303225997728;-0,298991998292853;0,213508627881236
"182";9;0,133611176121176;-0,0429056620323575;-0,224984618330194;0,171098372567046
"183";9;0,127503201449998;-0,0543674124515248;-0,333556905098026;0,215450164889501
"184";9;0,189736489453802;-0,0694135914022904;-0,266805642660694;0,17674358004394
"185";9;0,0156276144916265;-0,218802169009702;-0,30665166564403;0,135730148503661
"186";9;0,18546916792802;-0,0329523519951114;-0,2324446377734;0,247119545128392
"187";9;0,18001138759409;0,031097232946759;-0,328450112177107;0,145365367372481
"188";9;0,159638353183715;-0,0284716521222616;-0,239629756548557;0,223488060888917
"189";9;0,09750702722916;-0,0522015396595148;-0,414775050254583;0,0857098040623045
"190";9;0,0833372819134969;-0,0250308276772706;-0,313459630087703;0,160738544091974
"191";9;0,185217859708296;0,000559827794369987;-0,240367437678159;0,147939012838472
"192";9;0,227204967315915;-0,00256144965495266;-0,270688353603211;0,0828693977185357
"193";9;0,119800420066912;-0,0107662273343803;-0,302079014758899;0,222790766009304
"194";9;0,117775100386633;0,0116504341789944;-0,330831671511003;0,0597902456540947
"195";9;0,161356217841313;0,0525664029703195;-0,190182951033583;0,166603170219118
"196";9;0,13555502557419;-0,0266758331257317;-0,385115194001414;0,147654841253244
"197";9;0,144169309180677;-0,104227578170371;-0,329428430462036;0,131643327370229
"198";9;0,117244117164136;-0,0486498340826554;-0,318621544405491;0,0827339720139164
"199";9;0,116078815281132;-0,0117312552876628;-0,282208789104354;0,098290515922797
"200";9;0,206651247224778;-0,00642842082807254;-0,266167610191936;0,137979887111764
"201";9;0,202114814966183;-0,0614742007793602;-0,263931983096117;0,182374215562145
"202";9;0,22698923034006;0,0456403512663684;-0,276246344977534;0,0651650669965442
"203";9;0,223784343019285;-0,0474906364791364;-0,254923304490295;0,177660690715328
"204";9;0,180783633916077;-0,00878549869513038;-0,311174584260519;0,0753255396673851
"205";9;0,211653293622151;-0,0422597780085188;-0,288703441774639;0,120545876433355
"206";9;0,21015417388493;-0,100115583770666;-0,306800695977148;0,0947309705023952
"207";9;0,166264752708187;0,0179983663685706;-0,294559085956751;0,0836007914369208
"208";9;0,201934972299552;-0,0565083838251648;-0,285538089918319;0,0660221789237005
"209";9;0,179885817980915;0,00076433206733599;-0,29277638669256;0,0572863871044302
"210";9;0,128000130589159;0,0303468306901943;-0,361706830870305;0,029260951213985
"211";9;0,225665718796489;-0,0267105973252555;-0,204265679654107;0,202451138713538
"212";9;0,233307929898916;0,0071931587528529;-0,317930563587656;0,09394238196714
"213";9;0,181786920754864;-0,0248379087264504;-0,311963339636146;0,146547394868378
"214";9;0,18232907317764;0,0155395223753507;-0,358609612674456;0,0523176918892105
"215";9;0,1579981822474;0,0086200137963261;-0,287957238334656;0,170917190199365
"216";9;0,254760160285228;-0,0288493184215735;-0,276560184502833;0,0284073453034389
"217";9;0,173777965047359;0,00396448205565064;-0,399107284022629;0,00417809900215811
"218";9;0,23577483912069;-0,0423904502913309;-0,284757044088311;0,0238448491299543
"219";9;0,083737082702526;0,00986691969626581;-0,37916124621931;0,0459428581226311
"220";9;0,218014029386543;-0,0379820113423939;-0,268229452515537;-0,0245346212257956
"221";9;0,178097742710048;-0,0178018312353505;-0,346442186726224;0,034581394713256
"222";9;0,155596308137069;-0,145754767002982;-0,162819546099927;-0,14810770349571
"223";9;0,248932585614881;-0,112733053272601;-0,124712302080428;-0,0796896420931661
"224";9;0,206686216487339;-0,181833107035767;-0,0954546334491901;-0,0847895355270215
"225";9;0,199313328032186;-0,100614351467287;-0,166715391166519;-0,0594439950196755
"226";9;0,16816136429577;0,0118652808567852;-0,132951825294406;0,0627369687289131
"227";9;0,201676305555482;-0,143083387735614;-0,101662747251588;-0,0535958885645337
"228";9;0,231108749716886;-0,109708089878299;-0,139021879708599;-0,131444991864345
"229";9;0,233360250587753;-0,05588738445833;-0,12100099805872;-0,0635297455092176
"230";9;0,221913877023831;-0,0459494534778794;-0,142995467584888;-0,0306556402538248
"231";9;0,138277639076104;-0,158255133056675;-0,0814134214158869;-0,0934459293177009
"232";9;0,227708779622946;-0,11834846624349;-0,172480141165756;-0,0714399309290158
"233";9;0,255418291241847;-0,0572016951689074;-0,12780697514069;-0,0617390062468132
"234";9;0,260658810148347;-0,0892467311404677;-0,146680469228947;0,0261432543044946
"235";9;0,213281701785978;-0,0672441754802731;-0,110825383680465;0,00671251654103933
"236";9;0,263397898052958;-0,127766757446594;-0,0854433746070977;-0,0311074221917169
